sample_id,cohort,partition,target_description,ground_truth_object_id,initial_state_index,input_sha256,localization_sha256,condition,model,provider,generated_output_text,choice,predicted_object_id,explanation,explanation_word_count,format_valid,decision_tokens,decision_token_count,output_token_count,raw_log_probability,raw_sequence_likelihood,decision_character_span,candidate_map,correct,image_sha256,request_sha256,response_path,response_sha256,score_type
task_04_ketchup_state_08,additional_states,calibration,ketchup,object_002,8,b0ef28816f9239fbf8abbc6fcfdc725bcb40d1dfdb127965fb13e139a638843f,26ae29927df915d77a92e2b40ea12b0522bbd13bda2f08163f4bdce1c16b7c66,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"B
The label on this bottle clearly reads ""Tomato Ketchup"" with a red color typical of ketchup bottles.",B,object_002,"The label on this bottle clearly reads ""Tomato Ketchup"" with a red color typical of ketchup bottles.",17,True,"[{""index"":0,""token"":""B"",""logprob"":0.0}]",1,24,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,b09655bea817a96d9f02865a8283e9cb5544a9f346fdc79dbeed6bc6766e404c,78423884a5ac6f1de8a494e63d0ea0e05cf51725228520407d6a99ceff4d90c8,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_08_label_then_evidence.json,4cc4c8bf6ea88a28ffe122008aa063123e1292b809e0a96423006010e827b22e,raw_label_likelihood
task_04_ketchup_state_09,additional_states,calibration,ketchup,object_003,9,5c68d4eda2a56473d190aea078362f62d74e8ef0b6b87344cc03d4c865fb6205,0b603276a5781a4c692be6b4a974ec5049f0cbf9aae574b30e2c4ee3096c8375,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,029ac834a7941a1cd741bf06711f93abe0b1d9ba56bcd11e94da400c0b646a7c,ee9fe999bb0f42834c8e0929595b82f6da2f82f7568abf72d7a36f952c67e7c4,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_09_label_only.json,b2851a74ce23ec03182460a3610e007a05df8bd157721c6b0172a35b007d4401,raw_label_likelihood
task_04_ketchup_state_09,additional_states,calibration,ketchup,object_003,9,5c68d4eda2a56473d190aea078362f62d74e8ef0b6b87344cc03d4c865fb6205,0b603276a5781a4c692be6b4a974ec5049f0cbf9aae574b30e2c4ee3096c8375,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label clearly reads ""Tomato Ketchup"" on the red bottle.",C,object_003,"The label clearly reads ""Tomato Ketchup"" on the red bottle.",10,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,17,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,029ac834a7941a1cd741bf06711f93abe0b1d9ba56bcd11e94da400c0b646a7c,bb29f778fcd13688fad9dddad496a0a9bad20ad643cd2a10f79f9363d586b580,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_09_label_then_evidence.json,8542d169d968ef6c662e88e3479deb728e280af5b37772eb59aecfad1261648d,raw_label_likelihood
task_04_ketchup_state_10,additional_states,calibration,ketchup,object_003,10,3255f01c1b082edf4e6d4b0fecff2a5337fe5bd81150dcd2f60a19bf2f2acd01,83449d9a4fadbe4a3345c09f3e442cf134b66286c52c13ac64f0fc5af07b8895,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-1.9361264946837764e-07}]",1,1,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,26620828942b971702f57d1578d8fa1b295010f4f817a063b239c41506130589,0c86310d44e8b97c808499978694d91232742e1768a26b24dae8118196182b90,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_10_label_only.json,6eb6c0cd6f6744635459f07c9ea6cca6bf76caad4d91c9cf98e695759caf6a7a,raw_label_likelihood
task_04_ketchup_state_10,additional_states,calibration,ketchup,object_003,10,3255f01c1b082edf4e6d4b0fecff2a5337fe5bd81150dcd2f60a19bf2f2acd01,83449d9a4fadbe4a3345c09f3e442cf134b66286c52c13ac64f0fc5af07b8895,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label on the bottle clearly reads ""Tomato Ketchup"" with a red bottle shape.",C,object_003,"The label on the bottle clearly reads ""Tomato Ketchup"" with a red bottle shape.",14,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,21,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,26620828942b971702f57d1578d8fa1b295010f4f817a063b239c41506130589,901c07c717b289376a4ef32a0817a1d4a13b0e903382d3c5ed7348c68ddf653a,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_04_ketchup_state_10_label_then_evidence.json,afda7ceec4ce08db25e0246e190473a902f8d19246ae20763799b169c4120c32,raw_label_likelihood
task_05_tomato_sauce_state_01,additional_states,calibration,tomato sauce,object_003,1,0dd8d6f7f6a44c07cf9eed0bf859c56467f3a0afceae27a5f56edf331395ab32,9131f15cacf9cf7a9e92d62d51a90329e43ee282c6119083e4e21f260758fc3f,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":-0.0015023599844425917}]",1,1,-0.0015023599844425917,0.9984987679933719,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,2826df1e78cf92a8925ab82e8f2462214e89d315e7e575669f34fbf99cc7d3ee,667a17b3089b10b5b93dc54f2100fb8be109e81240482eb5697c1e41ece177c9,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_01_label_only.json,27240e97137cb282eb0db97d07caddeb7af986c1588095e12ceb398c66e4c945,raw_label_likelihood
task_05_tomato_sauce_state_01,additional_states,calibration,tomato sauce,object_003,1,0dd8d6f7f6a44c07cf9eed0bf859c56467f3a0afceae27a5f56edf331395ab32,9131f15cacf9cf7a9e92d62d51a90329e43ee282c6119083e4e21f260758fc3f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The can with a red and green label and images of tomatoes matches typical tomato sauce packaging.",C,object_003,The can with a red and green label and images of tomatoes matches typical tomato sauce packaging.,17,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,2826df1e78cf92a8925ab82e8f2462214e89d315e7e575669f34fbf99cc7d3ee,07560e37701f380de7199c0ec4ea8f3703e28f9cd64b6fb3e84468776b2f7e74,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_01_label_then_evidence.json,0af0f85b30117face1b82fa3b00b720e91e26b18ef3100696a61a7ce505a0de9,raw_label_likelihood
task_05_tomato_sauce_state_02,additional_states,calibration,tomato sauce,object_003,2,1958d751cbc619a9892a087419b33e7a23fb477d74c7f84f212c9bc21452a1fb,d5997446bdab6efe7aaf374a9ecd0704499ebd0eae17c4dbea68a6cc3bc99f8d,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,0e5c8f9af9e69c0a8d5ed196b5f664e1340013e67572740330dc697883547ab6,0757eb081977aa288ac3b454172d990aab304b912b884c2837536faa5e79c63c,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_02_label_only.json,7a4265bca303b25644032f1c1dc8690d137bba427a6c62bbf5302a5bd4049a36,raw_label_likelihood
task_05_tomato_sauce_state_02,additional_states,calibration,tomato sauce,object_003,2,1958d751cbc619a9892a087419b33e7a23fb477d74c7f84f212c9bc21452a1fb,d5997446bdab6efe7aaf374a9ecd0704499ebd0eae17c4dbea68a6cc3bc99f8d,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The bottle labeled BBQ sauce is the closest match to tomato sauce in shape and packaging.",E,object_005,The bottle labeled BBQ sauce is the closest match to tomato sauce in shape and packaging.,16,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,19,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,0e5c8f9af9e69c0a8d5ed196b5f664e1340013e67572740330dc697883547ab6,249d3dda29119c1996bfff64a7c6b14c341f458e8f12a666efa4d1eeff0a4a43,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_02_label_then_evidence.json,58f0c62e98280b4484f21bd2b34f4a05b0fc5ae8dab2a663c3f90ba37da00cff,raw_label_likelihood
task_05_tomato_sauce_state_03,additional_states,calibration,tomato sauce,object_003,3,ab9a29c48df1d267c33a2a7d6e658dd6908b0015dced1b955e216704f3cc9234,06f1850d355355076f203b2890af1519262975ed379bf37abc06042ebc2bdc8f,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,2367f4d216db4d9c6af87aa55d4c22deaac03e956cda89e16cd36b25520256bd,9d33fc5cba0bd0df1529bb2c6ed67280548b0c795fc71f44f88e4b302b0920a9,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_03_label_only.json,69a90db80e990163ac235a35836d9d073b04f3e18d4e35dde0403947b5ba5c46,raw_label_likelihood
task_05_tomato_sauce_state_03,additional_states,calibration,tomato sauce,object_003,3,ab9a29c48df1d267c33a2a7d6e658dd6908b0015dced1b955e216704f3cc9234,06f1850d355355076f203b2890af1519262975ed379bf37abc06042ebc2bdc8f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The bottle shape and red color with a cap suggest it contains tomato sauce.",E,object_005,The bottle shape and red color with a cap suggest it contains tomato sauce.,14,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,17,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,2367f4d216db4d9c6af87aa55d4c22deaac03e956cda89e16cd36b25520256bd,c3caeb718e8c6e542fbcf9bec4d00515dec3545e097af179629332ea27aa6693,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_03_label_then_evidence.json,2e19531d57b04c9111acce8dd9e78be3d3b7c6da1b11c16032adb6f87d1b26d3,raw_label_likelihood
task_05_tomato_sauce_state_04,additional_states,calibration,tomato sauce,object_003,4,650cb4a19dbc25e19c295dd55dd73ee19d2d89bb4943e9468699581e33662e4b,661024753faf847a76887b92841b0707f897f9bb26f98afd7693bb2aadf9d96c,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,ca4a48577b1e2a817c7d034bc360435545a891546cd806c3d6693c1823120b52,e0cfc014a755d720dc74adf8ff9ec72736e1a26af1555098f4be5b8a4e903a63,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_04_label_only.json,d424bf413ef82ba85eacc867a8316332453e00f43d855bcfc57ee44560ff820b,raw_label_likelihood
task_05_tomato_sauce_state_04,additional_states,calibration,tomato sauce,object_003,4,650cb4a19dbc25e19c295dd55dd73ee19d2d89bb4943e9468699581e33662e4b,661024753faf847a76887b92841b0707f897f9bb26f98afd7693bb2aadf9d96c,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The bottle in E is labeled with a red sauce, consistent with tomato sauce packaging.",E,object_005,"The bottle in E is labeled with a red sauce, consistent with tomato sauce packaging.",15,True,"[{""index"":0,""token"":""E"",""logprob"":-0.061969365924596786}]",1,19,-0.061969365924596786,0.9399116796753325,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,ca4a48577b1e2a817c7d034bc360435545a891546cd806c3d6693c1823120b52,f0822577e0a9664ddd3f674756d5c47cc13de42c9560e1a8c5b1d84da38d7e08,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_04_label_then_evidence.json,0ee03893d4103077fe4d58181ddeef85f87b11f4b99113a3fe1794bd91642551,raw_label_likelihood
task_05_tomato_sauce_state_05,additional_states,calibration,tomato sauce,object_003,5,86d77264fa1756baf323d02c96d6db082fa7f42aa0f1c7767dab83f44438be67,59cf9feee82a97225204302f552299da5f408fac79e45d73615fda9a81d7b1ac,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,fc1df5c381321d45d5512aef753c55278c5f878d01fe955e7b5fae3febe0f2b4,95cbcbc73d3ca402f9c32c207217bc2d9ff760a48e83e8874e1d6d95b038b914,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_05_label_only.json,5ab3dd4b9f3fbf771157a4e70857c8f9343a192ba909aecbc7349f05bd6262dc,raw_label_likelihood
task_05_tomato_sauce_state_05,additional_states,calibration,tomato sauce,object_003,5,86d77264fa1756baf323d02c96d6db082fa7f42aa0f1c7767dab83f44438be67,59cf9feee82a97225204302f552299da5f408fac79e45d73615fda9a81d7b1ac,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The label on this bottle clearly reads BBQ sauce, which is a type of tomato sauce.",F,object_006,"The label on this bottle clearly reads BBQ sauce, which is a type of tomato sauce.",16,True,"[{""index"":0,""token"":""F"",""logprob"":-0.016224870458245277}]",1,20,-0.016224870458245277,0.9839060437740345,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,fc1df5c381321d45d5512aef753c55278c5f878d01fe955e7b5fae3febe0f2b4,d31ba300e90764f4c9e353143bb550bd141f6688559db25810adeacd67e78118,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_05_label_then_evidence.json,809235a75d9d9639bc6c6b286763abf07130a312f8077c8d688ea95e84fe340a,raw_label_likelihood
task_05_tomato_sauce_state_06,additional_states,calibration,tomato sauce,object_003,6,5e6a198c25f494d28aa7ce11e2163bafb232e77c0cf41cb7d6bb06d992e5fbb0,69bf3a961f616cb5ff2651e1baad1afd66af32a52e2e871c1883fa7d2744a2e7,label_only,gpt-4.1-mini-2025-04-14,openai,F,F,object_006,,0,True,"[{""index"":0,""token"":""F"",""logprob"":-0.04858884960412979}]",1,1,-0.04858884960412979,0.9525726998385136,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,ac261113eff6685825419efae81f6846a62c2bd79d7f6dc09d3aca6693fbce67,e8643f1e283f13c300e5dfb1154e2e5b87b3cc76100aa5e607a27f2db1931317,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_06_label_only.json,425fa82b37e076a13c9aa082f6deda5947948a3eda2a647ebcfa79231c4b6e2b,raw_label_likelihood
task_05_tomato_sauce_state_06,additional_states,calibration,tomato sauce,object_003,6,5e6a198c25f494d28aa7ce11e2163bafb232e77c0cf41cb7d6bb06d992e5fbb0,69bf3a961f616cb5ff2651e1baad1afd66af32a52e2e871c1883fa7d2744a2e7,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"F
The bottle is labeled BBQ sauce, which is a type of sauce similar in packaging to tomato sauce.",F,object_006,"The bottle is labeled BBQ sauce, which is a type of sauce similar in packaging to tomato sauce.",18,True,"[{""index"":0,""token"":""F"",""logprob"":-0.0004353181866463274}]",1,22,-0.0004353181866463274,0.9995647765505681,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,ac261113eff6685825419efae81f6846a62c2bd79d7f6dc09d3aca6693fbce67,91fb184e958fea98049e7695918e859eb356ee98018f8c8c9c59eb07fabd7bc5,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_06_label_then_evidence.json,e6bbb4333d99552eac298382e978d442b2dd21822a80a0b918d76351a8b8c838,raw_label_likelihood
task_05_tomato_sauce_state_07,additional_states,calibration,tomato sauce,object_003,7,3bf2f646662e42228ab74af402f3eb97387c47399722297e2c41f59a699702b3,30bb22e7b569d2ed8f36f59e7d406c20a038625ec8dee5efbdf34f2de3a56c5c,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":-3.128163257315464e-07}]",1,1,-3.128163257315464e-07,0.9999996871837232,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,7625c2521a258ada074fd017eea76632d3b595163cdb002f18288982c992a6fc,b1f81e6d194b2824382bf522a5faebbb861e85dc233af8b043ae5599fb775dff,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_07_label_only.json,5cdf1426a01d09386ca843fc6635187a3a02a06ae233d3dacd83561f2bb46e07,raw_label_likelihood
task_05_tomato_sauce_state_07,additional_states,calibration,tomato sauce,object_003,7,3bf2f646662e42228ab74af402f3eb97387c47399722297e2c41f59a699702b3,30bb22e7b569d2ed8f36f59e7d406c20a038625ec8dee5efbdf34f2de3a56c5c,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The bottle labeled ""BBQ Sauce"" is the closest match to tomato sauce among the candidates.",E,object_005,"The bottle labeled ""BBQ Sauce"" is the closest match to tomato sauce among the candidates.",15,True,"[{""index"":0,""token"":""E"",""logprob"":-3.128163257315464e-07}]",1,21,-3.128163257315464e-07,0.9999996871837232,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,7625c2521a258ada074fd017eea76632d3b595163cdb002f18288982c992a6fc,e544aa67c2ed315f599c49ae29ee8e442c9c6de6878f2e9149ede34c86328b17,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_07_label_then_evidence.json,d5c492e4fab05d7ee2c4761cd246c2c4e49439dfada379b828a467577e61c6f3,raw_label_likelihood
task_05_tomato_sauce_state_08,additional_states,calibration,tomato sauce,object_003,8,6ba19634eec546813625fb0a1ce1b245089f925c75b62cdb79981aa5a8ce8cbf,9c7b13a9bda52c2c693786babfd76043587e908c7be7a828ce739c35186d84f3,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,8089fcae5981ac4356cc80f30061e83e368edfa5529b862ca369347e97637d58,6fd06173d0690494cf95b7febf104a21e1eba90ae7818c263f710b26f4689fb9,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_08_label_only.json,deb2f642057a4c765e8db2da35f21c6e0a51e5a89805d4949f52b8ba7966eea1,raw_label_likelihood
task_05_tomato_sauce_state_08,additional_states,calibration,tomato sauce,object_003,8,6ba19634eec546813625fb0a1ce1b245089f925c75b62cdb79981aa5a8ce8cbf,9c7b13a9bda52c2c693786babfd76043587e908c7be7a828ce739c35186d84f3,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The can in C has a red and green label with images of tomatoes, typical for tomato sauce packaging.",C,object_003,"The can in C has a red and green label with images of tomatoes, typical for tomato sauce packaging.",19,True,"[{""index"":0,""token"":""C"",""logprob"":-0.16062195599079132}]",1,23,-0.16062195599079132,0.8516139578145572,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,8089fcae5981ac4356cc80f30061e83e368edfa5529b862ca369347e97637d58,dddf767a863163d0d0538f204e059b624cd0538e5c73d16be4cc2f66e61f7648,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_08_label_then_evidence.json,47f6c03f91210204efc8f9ee7d678027057b7c0d89dc7c0e97307357fd17fee2,raw_label_likelihood
task_05_tomato_sauce_state_09,additional_states,calibration,tomato sauce,object_003,9,a23885e8cef3735955f30f1edd98b4d0cca365b7a9575facdc37ad85ae1fd29b,9e4916c238dd651cad69900dadfaecc7120cd8c6dc78a26a507920c2622df50f,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-0.003236297983676195}]",1,1,-0.003236297983676195,0.996768933183916,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,7aa8cb75ff7dd0b481cf012d0fa83c25a522cbb9fe8da437ed74ae210272e36a,a9cd657e631a28a76aba6d60ece179aaca5bcf01b0671516d49f5698c2ab2ccd,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_09_label_only.json,b2ab4e9d9b70358bd80eeb7985fc32474453e361ad5a4114942efdd6cdd9b306,raw_label_likelihood
task_05_tomato_sauce_state_09,additional_states,calibration,tomato sauce,object_003,9,a23885e8cef3735955f30f1edd98b4d0cca365b7a9575facdc37ad85ae1fd29b,9e4916c238dd651cad69900dadfaecc7120cd8c6dc78a26a507920c2622df50f,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"E
The bottle shape and red color with a cap suggest it contains tomato sauce.",E,object_005,The bottle shape and red color with a cap suggest it contains tomato sauce.,14,True,"[{""index"":0,""token"":""E"",""logprob"":-5.512236498361744e-07}]",1,17,-5.512236498361744e-07,0.999999448776502,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,7aa8cb75ff7dd0b481cf012d0fa83c25a522cbb9fe8da437ed74ae210272e36a,c832a6dbb013446bb08e18ad56d0fed87f17b056f141077d307fd1fccb64c85e,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_09_label_then_evidence.json,1d5b4ac59d4eba82bc9fcf9d76fbb2de40105c1caa69f51a9b21a77a6f3f2aa3,raw_label_likelihood
task_05_tomato_sauce_state_10,additional_states,calibration,tomato sauce,object_003,10,23c4652bf20220d6d1e13a178e8958a3da1e94fc6d71eeecc998f9a4b08e642d,f63173c65d062f6c52e6c531ceece32f5d805444b13136686d9adad92520383d,label_only,gpt-4.1-mini-2025-04-14,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",False,d23650171e6001d25c246aa63ba69e6a14493c0f7a1163afb8b6dd67ab554584,60f73e1a01658f6ddedb89ac5570b5df8268a48232411e7819de10d4025b8664,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_10_label_only.json,9d045b13115262825e1ee1d7e826a001a80037168d41f921f502c8be5d880276,raw_label_likelihood
task_05_tomato_sauce_state_10,additional_states,calibration,tomato sauce,object_003,10,23c4652bf20220d6d1e13a178e8958a3da1e94fc6d71eeecc998f9a4b08e642d,f63173c65d062f6c52e6c531ceece32f5d805444b13136686d9adad92520383d,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The can in C has a red and green label typical of tomato sauce packaging.",C,object_003,The can in C has a red and green label typical of tomato sauce packaging.,15,True,"[{""index"":0,""token"":""C"",""logprob"":-1.0206720617134124e-05}]",1,18,-1.0206720617134124e-05,0.9999897933314713,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,d23650171e6001d25c246aa63ba69e6a14493c0f7a1163afb8b6dd67ab554584,9b04195da3c4158c5b30867f19b624c926494a74ae2b3e7ed427a2623e355ef8,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_05_tomato_sauce_state_10_label_then_evidence.json,d9fbef1910c47abaeb4747824f6709232030dd9d8af34d4cbab5ed7524f00777,raw_label_likelihood
task_06_butter_state_01,additional_states,calibration,butter,object_007,1,4c96ca2e4e2f56f7a229a5607dc36d22adf3d60b8883eec4939a4084848554bf,27af473da13bea4c1a7b8071512eafb66b0b16408777f28c3ae3508dd5ad8c19,label_only,gpt-4.1-mini-2025-04-14,openai,G,G,object_007,,0,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,abef27ef34eb1ab2b6854c8da4eb47686690233c6e291b64f6fd8609f8c0309b,eb28fda548eb4f1a03bd1a5e719d94f7ee4720b97546d07019584aa3e8f48a92,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_06_butter_state_01_label_only.json,25bd71e1994cf0d899a6d05abe079890975a9c717bebd3c240295ecc14ed659e,raw_label_likelihood
