sample_id,cohort,partition,target_description,ground_truth_object_id,initial_state_index,input_sha256,localization_sha256,condition,model,provider,generated_output_text,choice,predicted_object_id,explanation,explanation_word_count,format_valid,decision_tokens,decision_token_count,output_token_count,raw_log_probability,raw_sequence_likelihood,decision_character_span,candidate_map,correct,image_sha256,request_sha256,response_path,response_sha256,score_type,score_unavailable_reason,system_fingerprint,finish_reason,usage
task_06_butter_state_02,additional_states,calibration,butter,object_007,2,bf90af5dd1163ce7f6612eac1e9be3b43f3287a32ec094f3b896908b39cddd66,db62e72c8ed6c2fd3a89397865ffcdddf37aeec59df4c01ebc1275ef2f183079,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"G
The packaging clearly shows the word ""BUTTER"" on the box.",G,object_007,"The packaging clearly shows the word ""BUTTER"" on the box.",10,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,16,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,d3d1cebe66853fdccd9fb7e2bd86a78d7739f2e4d1f51f10b514c47eaa2b2e51,b18bfd0ef5a65ae720e0b9a855fa11c56adc192033652714192a1ee17ce7bb60,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_06_butter_state_02_label_then_evidence.json,8a5dd3955043f8fe0eef21ecfb00a97f0e2f78f4e61fcd6c043305f8c6ec17d3,raw_label_likelihood,,,,
task_07_milk_state_01,additional_states,calibration,milk,object_002,1,dbe4f12ac9bcbda9e839c90343168fab443c3f7873a784742fe2a26925ae94ea,ca31b608110b1c7842eff57443ec2c9cbfba4c6fb6b4b78dea1732fd75dbe5e0,label_only,gpt-4.1-mini-2025-04-14,openai,B,B,object_002,,0,True,"[{""index"":0,""token"":""B"",""logprob"":-1.9361264946837764e-07}]",1,1,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,f5e257a87d46f40271158463ff9ab8e6b1d3a6c926f63c7ddce0daa06e0b0c6e,e6450f0725473f0a69feb2b7ddcc58435976e9385aeff4780949dcf5381d166b,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_07_milk_state_01_label_only.json,2ea273c0d216c3c3183ececa87aa0a55f205ce3fc27857183e42428375ad1708,raw_label_likelihood,,,,
task_07_milk_state_01,additional_states,calibration,milk,object_002,1,dbe4f12ac9bcbda9e839c90343168fab443c3f7873a784742fe2a26925ae94ea,ca31b608110b1c7842eff57443ec2c9cbfba4c6fb6b4b78dea1732fd75dbe5e0,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"B
The carton clearly displays the word ""Milk"" in large letters on the front.",B,object_002,"The carton clearly displays the word ""Milk"" in large letters on the front.",13,True,"[{""index"":0,""token"":""B"",""logprob"":0.0}]",1,18,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,f5e257a87d46f40271158463ff9ab8e6b1d3a6c926f63c7ddce0daa06e0b0c6e,ad1787ffbf71031e9541958110c4fe14f5d28461acf19d56f96c0e57e312e142,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_07_milk_state_01_label_then_evidence.json,cb1e8738b70d6260cfb34faeaa87d770b1e5a6167340664ed643d5397c0cf915,raw_label_likelihood,,,,
task_07_milk_state_02,additional_states,calibration,milk,object_002,2,147eb1ee4a701e398c28402d91050925a73502c076633af01ac67a977c0fd0d8,bf65c08e835b8fde8c6eb770725f17de42b82faee2f66498a2955a242f2429bd,label_only,gpt-4.1-mini-2025-04-14,openai,B,B,object_002,,0,True,"[{""index"":0,""token"":""B"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,c9a0eaa69c1ce9e8070d87e9df67df3eda23d13e966180c61aa48d4281ff2be8,1d529c9c4de1f6d566555d5c639ef78919f770de5a792a1e93e4852c122d53ac,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_07_milk_state_02_label_only.json,23737587417fc28519a18059f55cbf6e24978ba690ed04204430466ffb729c2d,raw_label_likelihood,,,,
task_07_milk_state_02,additional_states,calibration,milk,object_002,2,147eb1ee4a701e398c28402d91050925a73502c076633af01ac67a977c0fd0d8,bf65c08e835b8fde8c6eb770725f17de42b82faee2f66498a2955a242f2429bd,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"B
The carton clearly displays the word ""Milk"" in large letters on the front.",B,object_002,"The carton clearly displays the word ""Milk"" in large letters on the front.",13,True,"[{""index"":0,""token"":""B"",""logprob"":-1.9361264946837764e-07}]",1,18,-1.9361264946837764e-07,0.9999998063873693,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,c9a0eaa69c1ce9e8070d87e9df67df3eda23d13e966180c61aa48d4281ff2be8,9c585a406b39d77c4374189d055fd5e58ae5c88b85454dd738480c8bc6f16357,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_07_milk_state_02_label_then_evidence.json,9bef0cee362274e7f4a5f16865103b50ced0f88e858f49239c1f27f1e4657c1f,raw_label_likelihood,,,,
task_08_chocolate_pudding_state_01,additional_states,calibration,chocolate pudding,object_007,1,0641cb2c1684298a605801efec39e83e99856701b60c2ca77a1d72460a238d44,020ea83907f29e9f0725cecfab02a97b3583b30869b7d32f47e293fd45940cfe,label_only,gpt-4.1-mini-2025-04-14,openai,G,G,object_007,,0,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,bc6bed4a2fcdc25310558552d09914cd36119c56882cd21ac4e5a6bcde1bbfd2,f7d1649701f15eb44ad5103937684e56ead03a4ab29e226ea75f4c0955781432,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_08_chocolate_pudding_state_01_label_only.json,024b3a274049e3c02b4b944b634fa4c32bad717f020d717375b9976197bfb24e,raw_label_likelihood,,,,
task_08_chocolate_pudding_state_01,additional_states,calibration,chocolate pudding,object_007,1,0641cb2c1684298a605801efec39e83e99856701b60c2ca77a1d72460a238d44,020ea83907f29e9f0725cecfab02a97b3583b30869b7d32f47e293fd45940cfe,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"G
The box behind the bottle in G is labeled ""chocolate pudding.""",G,object_007,"The box behind the bottle in G is labeled ""chocolate pudding.""",11,True,"[{""index"":0,""token"":""G"",""logprob"":-0.0024756586644798517}]",1,16,-0.0024756586644798517,0.9975274032511579,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,bc6bed4a2fcdc25310558552d09914cd36119c56882cd21ac4e5a6bcde1bbfd2,56ea33a610e95ba42ea8c8067f22e66795d81c9a00b2de9fa50a9dfc42ed5094,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_08_chocolate_pudding_state_01_label_then_evidence.json,cf541bd8da4d8f54ded561f5e8b0a93747807e92254d501f532a72ab85cdacc0,raw_label_likelihood,,,,
task_08_chocolate_pudding_state_02,additional_states,calibration,chocolate pudding,object_007,2,e2a34192ab3e856888dc235442abf66a123b9cd2397c8871e6e8d26a11a782a1,6bd6762f07a5df3f458a2df4b73a85762555df54196b7945481d9273583b4ea5,label_only,gpt-4.1-mini-2025-04-14,openai,G,G,object_007,,0,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,6627929eaaf4ed662e960023dea196052b513e096608c7bd16509294c6954b26,c59dd5f8d9b87a76ef2dbbc8303d06ee0e39ee3aa2a9c6c4eba5d741c730e4b4,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_08_chocolate_pudding_state_02_label_only.json,860db751c6648af1509ee576f6cc34e8b0bd3444a063e993aa2e83553de0e315,raw_label_likelihood,,,,
task_08_chocolate_pudding_state_02,additional_states,calibration,chocolate pudding,object_007,2,e2a34192ab3e856888dc235442abf66a123b9cd2397c8871e6e8d26a11a782a1,6bd6762f07a5df3f458a2df4b73a85762555df54196b7945481d9273583b4ea5,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"G
The box behind the bottle in G is labeled as chocolate pudding.",G,object_007,The box behind the bottle in G is labeled as chocolate pudding.,12,True,"[{""index"":0,""token"":""G"",""logprob"":0.0}]",1,15,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,6627929eaaf4ed662e960023dea196052b513e096608c7bd16509294c6954b26,7205a878a7f788771f70c7d0d38798bccda574839581181f28ab1c50519b3088,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_08_chocolate_pudding_state_02_label_then_evidence.json,90db5f63e3a58071d27a287bd07f7e972539ed862c598ffda022fe727ea5814f,raw_label_likelihood,,,,
task_09_orange_juice_state_01,additional_states,calibration,orange juice,object_003,1,cadb6a34320dfc780f66508542523d0ed23ca9f8f66177a85c602668f591bb69,5ad400a9b38fac46d433914875259b2263dcd76ef5321205fdadfa1455eaf558,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,f3b92587e2d4ec92e903d88d70b26697ee66e8b9c6695a116be0555a36516481,adec6b26f54d64885d93b6722f0649498dfa72f5b3c02343131374b33fc35b0b,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_09_orange_juice_state_01_label_only.json,c03c3455c02cb3e04f9c75db679f8deda43e3cd3f84b48092e4c34d1c890a373,raw_label_likelihood,,,,
task_09_orange_juice_state_01,additional_states,calibration,orange juice,object_003,1,cadb6a34320dfc780f66508542523d0ed23ca9f8f66177a85c602668f591bb69,5ad400a9b38fac46d433914875259b2263dcd76ef5321205fdadfa1455eaf558,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label clearly reads ""ORANGE JUICE"" with an orange graphic on the carton.",C,object_003,"The label clearly reads ""ORANGE JUICE"" with an orange graphic on the carton.",13,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,f3b92587e2d4ec92e903d88d70b26697ee66e8b9c6695a116be0555a36516481,493b8d3ed1808ca85fad6733f1b807bdaf9a7ec29344462b067290a5fa6a4f7c,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_09_orange_juice_state_01_label_then_evidence.json,2dfcdc8101e55266c4103f7e7a21cab292bda78b0d0b6be6f839b0ba82db394e,raw_label_likelihood,,,,
task_09_orange_juice_state_02,additional_states,calibration,orange juice,object_003,2,aba0f99ed963fba579ed7b2b05007c6347a371985597bbf884478e28428a8521,fa918e4901d228a9bad0a26ec67a6efa7c14050627a291990bcf78cec62647e3,label_only,gpt-4.1-mini-2025-04-14,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,1,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,aed07073acc9d99f352fe839dc342918321c87b57e0dcf581503b86df1a51b74,f5e6afbd78a82d6cf9df7f2a0ee88b589eef2df1cc87255021ff286a2c44437f,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_09_orange_juice_state_02_label_only.json,ca4fec21c234d521a22a6d48528da3e4b2145a80b2b0bdcb3eacb697400a883c,raw_label_likelihood,,,,
task_09_orange_juice_state_02,additional_states,calibration,orange juice,object_003,2,aba0f99ed963fba579ed7b2b05007c6347a371985597bbf884478e28428a8521,fa918e4901d228a9bad0a26ec67a6efa7c14050627a291990bcf78cec62647e3,label_then_evidence,gpt-4.1-mini-2025-04-14,openai,"C
The label clearly reads ""ORANGE JUICE"" with an orange graphic on the carton.",C,object_003,"The label clearly reads ""ORANGE JUICE"" with an orange graphic on the carton.",13,True,"[{""index"":0,""token"":""C"",""logprob"":0.0}]",1,20,0.0,1.0,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006"",""G"":""object_007""}",True,aed07073acc9d99f352fe839dc342918321c87b57e0dcf581503b86df1a51b74,c05251f7f3e2a17b7882089d1e0792e70672e91c8894e1c95b415b58b128d226,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/explanation_expansion/responses/task_09_orange_juice_state_02_label_then_evidence.json,991796fef93cf38a582f1351761cf8e56088efe524307e71e28d6141faed78bf,raw_label_likelihood,,,,
fresh_akita_black_bowl,additional_objects,exploratory_new_objects,black bowl,object_003,,b7259d2c940fd34a3d3726946745755c6c9aa3bf1dc409bdad4baaba30de4d4a,275d032da4c640b61ad68ef14892ff6dd351521bcfa5de333602bb2a83cd22ec,label_only,gpt-5.2-2025-12-11,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":3.814697265625e-05}]",1,1,,,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003""}",True,259cbab5e30424474726a70eeed796a37d0cf1def4a3012d9591c4ec41a723b1,f7afcd6ffc69daad93f989591ece78509acf3c5b47340db36a928226883088f6,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_akita_black_bowl_label_only.json,b37681bcd29b7b778554a7d3471674208cd2cd2a0f13699c82a1dae8925d04e9,raw_label_likelihood,decision-token logprobs unavailable,,stop,"{""completion_tokens"":4,""prompt_tokens"":1315,""total_tokens"":1319,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_akita_black_bowl,additional_objects,exploratory_new_objects,black bowl,object_003,,b7259d2c940fd34a3d3726946745755c6c9aa3bf1dc409bdad4baaba30de4d4a,275d032da4c640b61ad68ef14892ff6dd351521bcfa5de333602bb2a83cd22ec,label_then_evidence,gpt-5.2-2025-12-11,openai,"C
Candidate C shows a dark bowl with a black exterior and patterned interior.",C,object_003,Candidate C shows a dark bowl with a black exterior and patterned interior.,13,True,"[{""index"":0,""token"":""C"",""logprob"":-6.103515625e-05}]",1,16,-6.103515625e-05,0.9999389667063573,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003""}",True,259cbab5e30424474726a70eeed796a37d0cf1def4a3012d9591c4ec41a723b1,db07258ca3fe5059517eeff36c480121598698c16451548e440de18cdeb76902,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_akita_black_bowl_label_then_evidence.json,19757db15de0b55d1452a4ab2c8b362bb249907de29ec8e8f9cca083af9d7d34,raw_label_likelihood,,,stop,"{""completion_tokens"":19,""prompt_tokens"":1343,""total_tokens"":1362,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_black_book,additional_objects,exploratory_new_objects,book,object_003,,baaa79eab0888d826182eaed47bba301871dc8caf27d335238be461faca6b69c,77ac79e442d52dd4964e913c9715821568532c62863ccbb8d0f0cf7c81cc4663,label_only,gpt-5.2-2025-12-11,openai,C,C,object_003,,0,True,"[{""index"":0,""token"":""C"",""logprob"":-0.005290985107421875}]",1,1,-0.005290985107421875,0.9947229875004666,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003""}",True,443fcb6282151ad34c9681ee92c763eae16401018f9a48b4d87c69f79183def5,88b2a07322ec8c469f71f3711c86faeaef1db49925da358db35d4d996836e176,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_black_book_label_only.json,a253d26aaf7f657e9e9fca2ac86a183f6492377f7cdd635915462ded5d7b4906,raw_label_likelihood,,,stop,"{""completion_tokens"":4,""prompt_tokens"":1311,""total_tokens"":1315,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_black_book,additional_objects,exploratory_new_objects,book,object_003,,baaa79eab0888d826182eaed47bba301871dc8caf27d335238be461faca6b69c,77ac79e442d52dd4964e913c9715821568532c62863ccbb8d0f0cf7c81cc4663,label_then_evidence,gpt-5.2-2025-12-11,openai,"C
Candidate C shows a thin rectangular object with visible page edges like a closed book.",C,object_003,Candidate C shows a thin rectangular object with visible page edges like a closed book.,15,True,"[{""index"":0,""token"":""C"",""logprob"":-3.814697265625e-06}]",1,18,-3.814697265625e-06,0.9999961853100103,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003""}",True,443fcb6282151ad34c9681ee92c763eae16401018f9a48b4d87c69f79183def5,2960e876fb7ca6720145139855d5484616f4337bc6b38a87445328ec40601f63,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_black_book_label_then_evidence.json,a8935d945d1156d477de5618f51952b0e45f80dd66fc6615f3577df922c5d5d8,raw_label_likelihood,,,stop,"{""completion_tokens"":21,""prompt_tokens"":1339,""total_tokens"":1360,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_chefmate_8_frypan,additional_objects,exploratory_new_objects,frying pan,object_002,,4d4d7ce8c684d8bba09a0365a8ebb79e76e52fdc8d338c597bfa623cd202197c,59bcc4f5eda5ba8e28cdcc6d211a78987187f2a00f3c8b26b11ef4885f3af092,label_only,gpt-5.2-2025-12-11,openai,B,B,object_002,,0,True,"[{""index"":0,""token"":""B"",""logprob"":-5.340576171875e-05}]",1,1,-5.340576171875e-05,0.9999465956643435,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003""}",True,2d9fd7bd81f4f9e71031455ca708be91f419a2d7b10ec243f90578b7e6f24d5b,be936fd83f49e277a4732ee47ca7b0d96351a13de19001e0074eaadad137f891,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_chefmate_8_frypan_label_only.json,c7032807844dd5f52dfd7e26b51cc4a13ea37093bd1b86b95d851c57f6e45672,raw_label_likelihood,,,stop,"{""completion_tokens"":4,""prompt_tokens"":1312,""total_tokens"":1316,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_chefmate_8_frypan,additional_objects,exploratory_new_objects,frying pan,object_002,,4d4d7ce8c684d8bba09a0365a8ebb79e76e52fdc8d338c597bfa623cd202197c,59bcc4f5eda5ba8e28cdcc6d211a78987187f2a00f3c8b26b11ef4885f3af092,label_then_evidence,gpt-5.2-2025-12-11,openai,"B
Shows a shallow round pan with a long handle extending to the right.",B,object_002,Shows a shallow round pan with a long handle extending to the right.,13,True,"[{""index"":0,""token"":""B"",""logprob"":6.103515625e-05}]",1,16,,,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003""}",True,2d9fd7bd81f4f9e71031455ca708be91f419a2d7b10ec243f90578b7e6f24d5b,204c0347c9cb1a987ffb2011513ac8af4c069d9587650b958f801bdfd2635cf2,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_chefmate_8_frypan_label_then_evidence.json,73c5dcd62fc482c8981e70adba6bf3e507ea14b442bc479aa0ba79d1dc9a01f4,raw_label_likelihood,decision-token logprobs unavailable,,stop,"{""completion_tokens"":19,""prompt_tokens"":1340,""total_tokens"":1359,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_cookies,additional_objects,exploratory_new_objects,cookies,object_005,,53d70dae97b43ab194372a0ce1ef2fe38f6bdc26ac32199a6f5c1d2ab5a4a12e,6bc807445cc8c2db70f5284f5525942213d472dfcbdea6bd36c1d7756b470251,label_only,gpt-5.2-2025-12-11,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":-2.288818359375e-05}]",1,1,-2.288818359375e-05,0.9999771120783387,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005""}",True,0a59da2e753b24d04f3b60f712bac74fb6df591852b775892a5081035f5d5404,b331ec15b913f16d927c822151407fb81b4abda9eef0aa529f30e3892b3e6018,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_cookies_label_only.json,ba362f70990b0a58624cccdbc9e6ca39fd239fbb02757ced16e6dd5df60cd139,raw_label_likelihood,,,stop,"{""completion_tokens"":4,""prompt_tokens"":2431,""total_tokens"":2435,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_cookies,additional_objects,exploratory_new_objects,cookies,object_005,,53d70dae97b43ab194372a0ce1ef2fe38f6bdc26ac32199a6f5c1d2ab5a4a12e,6bc807445cc8c2db70f5284f5525942213d472dfcbdea6bd36c1d7756b470251,label_then_evidence,gpt-5.2-2025-12-11,openai,"E
The object is a box labeled “COOKIES” with cookie images on the front.",E,object_005,The object is a box labeled “COOKIES” with cookie images on the front.,13,True,"[{""index"":0,""token"":""E"",""logprob"":-2.288818359375e-05}]",1,20,-2.288818359375e-05,0.9999771120783387,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005""}",True,0a59da2e753b24d04f3b60f712bac74fb6df591852b775892a5081035f5d5404,fcc907e16f4930c4c62518596603266862bb47a0ba251197e8ccc530388e3968,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_cookies_label_then_evidence.json,75125ad7cfe7c58f15b39a588b7391b10a4150f931f46df23156728503f8c571,raw_label_likelihood,,,stop,"{""completion_tokens"":23,""prompt_tokens"":2459,""total_tokens"":2482,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_glazed_rim_porcelain_ramekin,additional_objects,exploratory_new_objects,ramekin,object_005,,0281bc92348c15e16fc0a0dbf145f4e88bddfe438a12e2a71f4f94b5e573b192,6417931f2e9a6f0e45a0c6ee4e9f061406168f30b306c2cb0ecc58bc39d0eb21,label_only,gpt-5.2-2025-12-11,openai,E,E,object_005,,0,True,"[{""index"":0,""token"":""E"",""logprob"":4.9591064453125e-05}]",1,1,,,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006""}",True,0b20d955107cb5b3300ea3e272c3dc2291607ff50e58f397d13acddff91af25f,92f76b84ee78d50f35af4c895cce2f42e172bdce9cd2ddfd5e446d187047f11e,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_glazed_rim_porcelain_ramekin_label_only.json,dabd426b458928cc44293032b444b169abf496a54aa413a0f5ddd7896da8ee96,raw_label_likelihood,decision-token logprobs unavailable,,stop,"{""completion_tokens"":4,""prompt_tokens"":2522,""total_tokens"":2526,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
fresh_glazed_rim_porcelain_ramekin,additional_objects,exploratory_new_objects,ramekin,object_005,,0281bc92348c15e16fc0a0dbf145f4e88bddfe438a12e2a71f4f94b5e573b192,6417931f2e9a6f0e45a0c6ee4e9f061406168f30b306c2cb0ecc58bc39d0eb21,label_then_evidence,gpt-5.2-2025-12-11,openai,"E
Small white ridged ceramic cup, typical ramekin shape, unlike the larger patterned bowls.",E,object_005,"Small white ridged ceramic cup, typical ramekin shape, unlike the larger patterned bowls.",13,True,"[{""index"":0,""token"":""E"",""logprob"":7.62939453125e-06}]",1,20,,,"[0,1]","{""A"":""object_001"",""B"":""object_002"",""C"":""object_003"",""D"":""object_004"",""E"":""object_005"",""F"":""object_006""}",True,0b20d955107cb5b3300ea3e272c3dc2291607ff50e58f397d13acddff91af25f,fe0fc60899be15949998a4e0e47db806274f92cb5e00cbcd69a48f5c8053a146,outputs/simulation/experiments/put_all_objects_into_basket/openai_vlm_confidence/gpt52_explanation_pilot/responses/fresh_glazed_rim_porcelain_ramekin_label_then_evidence.json,6dea37640b7759921b0c4971dcf55e14622ccb6a79bf230e8599553cb8d0f4c3,raw_label_likelihood,decision-token logprobs unavailable,,stop,"{""completion_tokens"":23,""prompt_tokens"":2550,""total_tokens"":2573,""completion_tokens_details"":{""accepted_prediction_tokens"":0,""audio_tokens"":0,""reasoning_tokens"":0,""rejected_prediction_tokens"":0},""prompt_tokens_details"":{""audio_tokens"":0,""cached_tokens"":0}}"
